sig,formid,editor_id,n,cells,cx,cy,rg_units,hull_cells2
STAT,000B242A,RoadStraight01Snow,101,62,32025,44892,105335,2618.5
FLOR,0006F94D,TreeAspenStump01ScalyPholiota,101,79,132975,-84769,39597,390.8
STAT,0003ABE0,RockPileL03TundraRocks01,100,88,-14052,12105,56500,584.1
STAT,00024E4A,RockPileL03FieldGrass01Moss,100,93,-22378,2347,50859,669.6
STAT,0001AE15,StockadeWallStraight01,100,27,-37155,-13953,118405,2362.3
STAT,00027D1F,MountainCliff03,100,92,-8129,13480,141754,5666.7
STAT,0001EF52,RockPileL01SnowLight,100,77,48086,-18162,111355,4169.7
STAT,0003F95B,ImpExtRubble02,100,40,40450,-32317,107183,1974.2
LIGH,000C9F38,LightTorchOutdoors,99,76,-5224,-9952,118419,3936.3
STAT,0009E127,RockPileS02VolcanicDirt01,99,54,126923,-7927,17216,83.1
STAT,000136E8,TreePineForestLog02,98,91,13213,-18159,114802,2833.9
STAT,00060093,TreePineForestLog02Heavy_SN,98,92,12557,56120,102153,3669.5
STAT,000533D3,StockadeWoodbeamShort01,98,17,100668,-74290,106103,2981.0
STAT,0003043D,CW4MissileCloseDefender,97,36,11785,29518,113640,3087.9
STAT,00030420,CW2MissileCloseAttacker,97,36,4769,28425,114204,3044.7
STAT,00026F7B,NorTmpExtPlatCorOut01,97,37,-68510,2747,95404,1642.2
STAT,000145C4,TreePineForestCutStump01,97,58,1875,-41210,85608,1906.5
STAT,000B23FD,RockPileL02CoastBeach01,97,87,-22449,123917,111410,1535.0
MSTT,0001ACAD,FXWaterfallMistBlastLite,97,58,-57200,8451,109614,2630.4
STAT,0007104C,MountainCliffSlopeReachGrass01,97,88,-132062,17306,43225,501.8
STAT,00030415,CW3MeleeWideAttacker,96,34,17132,23757,115900,3115.4
STAT,0003103A,HayMound02,96,53,-13404,9264,115116,3745.7
STAT,0001CF9F,RockCliff01,96,89,12944,-27486,119280,3835.2
STAT,000533B8,StockadeScaffoldBase4Sided01,96,16,93924,-71957,92495,1639.0
STAT,0003925F,RockTundraLand03FieldGrass01,95,90,-33655,5190,50583,641.7
STAT,000F1FDE,IcePileL01Snow01,95,68,108013,96328,37173,462.0
STAT,0004E121,RockCliff02ReachGrass01Rocks01,95,79,-130468,-1147,37045,373.5
DOOR,00031897,AutoLoadDoor01,94,94,16208,7402,120749,4387.6
STAT,0003043F,CW5MissileCloseDefender,94,27,11724,32635,116991,3102.7
STAT,0005B541,RockCliff07SnowSnow,94,85,36887,-9328,100892,2793.9
MSTT,0001C0C3,HandCart01Wheel,94,80,23295,-16075,119235,3477.1
MSTT,000B09ED,FXSmokeChimney02,94,72,28548,-12315,129221,4028.6
STAT,000F1FF0,IcePileS03,94,55,101216,101518,27341,267.3
STAT,0005392E,RockPileM02ReachDirt01,94,65,-141445,23929,36471,449.1
MSTT,00033DA4,FXfireWithEmbersHeavy,93,70,1336,-298,120967,4037.8
STAT,000A98F8,IcebergSmall02,93,78,86858,121370,98246,1209.6
TREE,000BB94B,TreeFloraDeathBell01,93,52,-43034,77123,40582,610.8
STAT,00030417,CW4MeleeWideAttacker,92,32,29826,19391,116335,3150.6
STAT,00026F7D,NorTmpExtPlatWall01,92,32,-89811,-4458,117414,1539.8
STAT,0003041D,CW5SpawnDefender,92,34,18227,18756,118886,3208.7
STAT,000BB8C0,RockL05Wet,92,69,60234,9328,120622,3695.2
STAT,0003041B,CW3SpawnDefender,91,40,18212,18158,118334,3191.6
CONT,00097F68,MiscSack02LargeFlat,91,47,-6353,31629,121933,3961.5
STAT,000A98EE,IcebergSmall01,91,82,88101,122562,85897,1277.9
STAT,0005B7E3,DirtCliffsIsland01PineForest02,91,74,-16098,-10825,115150,2038.1
STAT,0005092B,DirtCliffsCornerInFallForest01,91,82,137585,-88996,37756,371.3
STAT,0003041C,CW4SpawnDefender,90,37,20028,16863,118614,3190.5
STAT,0003041A,CW2SpawnDefender,90,41,18981,17136,118037,3152.8
STAT,00030407,CW4SpawnAttacker,90,42,19370,16761,118138,3149.6
STAT,00039231,RockTundraLand01TundraRocks01,90,70,-1349,7995,61150,910.3
STAT,00030405,CW2SpawnAttacker,90,44,18400,16137,117078,3122.2
STAT,00030406,CW3SpawnAttacker,90,45,18936,16907,117829,3136.9
STAT,00030408,CW5SpawnAttacker,90,38,19889,17326,118584,3194.9
STAT,00030409,CW1SpawnDefender,90,41,18914,17046,118042,3158.3
STAT,0005B56A,RockCliff03SnowLight,90,71,17685,16914,117124,3858.9
STAT,00030404,CW1SpawnAttacker,90,27,19171,15185,116249,3041.4
TXST,000C1D83,DecalBloodSprayGroundDry,89,37,39310,-9274,132677,3391.5
IDLM,00016C95,LookFarMarker,89,48,-23318,6431,118292,3493.5
FURN,000C4EF1,LeanTableMarker,89,31,13367,14063,113823,3472.1
TXST,0009027A,DecalFlameBurnPlaced01,89,18,57577,-44408,144824,2981.7
STAT,00030426,CW5MissileCloseAttacker,89,32,12687,36424,117427,3093.3
STAT,0003AAE6,RockPileM01FieldGrass01,89,79,-23116,9650,51989,632.7
STAT,000BB8BE,RockL03Wet,89,73,5290,25828,114911,3520.7
MSTT,000D5E82,FXSmokeLargeClose01,88,33,18783,-20575,103882,2482.0
STAT,0005092A,MountainCliffSlopeFallForestGrass01,88,76,129870,-82994,42564,463.6
STAT,0003043C,CW3MissileCloseDefender,87,31,3168,25186,114799,3077.7
STAT,000E7594,FrozenMarshIceFloeFrostS01,87,32,-19386,91566,55069,339.2
FLOR,000176CD,DeadSalmon01,86,34,47449,8362,117767,3589.6
STAT,0006F15D,StonewallEndL01Snow,86,22,19388,37022,94409,1844.5
STAT,0006F15C,StonewallEndR01Snow,86,20,21372,36713,95768,1845.9
MISC,0000000F,Gold001,86,24,33420,-27923,132028,3374.2
MSTT,000C2BFD,ShipwreckBoards02,86,13,85695,108831,84271,435.8
STAT,000669D7,RoadChunkS02FallForestDirt01,86,34,116689,-80368,32155,249.7
STAT,0003042E,CW4MeleeWideDefender,85,33,21706,24239,116255,3153.6
STAT,000185B5,FirewoodPileMedium01,85,59,15309,-25930,113294,3548.5
STAT,0001E3A3,MeadBarrel01,85,60,9508,19306,117050,4041.2
STAT,00045AB5,MountainPeak01_LightSN,85,83,-4379,-12571,137294,5305.4
STAT,0000099B,Stonewall01,85,36,8604,-10600,114634,2797.4
MSTT,000AF5FC,BoneHumanSkull,85,37,17562,-2764,112051,3206.1
TREE,000BB953,TreeFloraWheat01,84,14,64314,1543,105212,1685.4
STAT,00027DDC,MountainCliff04_HeavySN,84,84,55649,-16362,113982,4525.0
STAT,0006B52B,MountainCliffSlopeSnow01_HeavySN,84,80,53073,42286,87937,3134.0
STAT,0005B884,RockPileM01PineForest02,84,67,-3742,-22762,105353,1945.8
STAT,00027DDA,MountainCliff03_HeavySN,83,82,45300,-453,109953,4773.2
STAT,0008CCFE,IceFloesSolid01,83,74,93797,126775,80448,1192.2
STAT,000B5994,RockPileS04Rocks01Snow,83,58,93280,61143,72950,2745.7
MSTT,0001ACAC,FXWaterfallSkirtSlope,83,60,-22845,4338,107531,1853.6
STAT,0005304B,MountainRidge02,83,80,-56240,9765,127590,3497.8
STAT,00030424,CW4MissileCloseAttacker,82,31,1701,36137,113876,3081.2
STAT,000609E0,NorExtWallBgDivider01snow,82,35,68243,13095,114224,1717.7
STAT,000E7592,FrozenMarshIceFloeChunkS02,82,36,-23893,94464,47488,481.6
STAT,000485BF,MountainCliff01,82,82,-24481,18841,138043,4740.5
STAT,000669D5,RoadChunkL01FallForestDirt01,82,39,127366,-87729,39595,293.8
MISC,0003199A,BasicWoodenBowl01,81,52,4559,4525,121272,3727.0
STAT,0006F75C,ImpExtIceWallDivider01,81,24,-17845,69586,102830,1648.7
STAT,00020F11,RockPileL04Snow01,81,65,55263,17962,95130,3264.8
MSTT,0007776E,FXMistLow01LongHalfVis,81,65,-20508,40971,96390,3007.2
ACTI,0004C6EA,defaultWICommentTRIG,80,80,10939,5341,133740,4263.7
ACTI,000812C6,CWArrowVolleyChild,80,10,17447,-13782,128363,1424.9
STAT,0005B198,HayBale01,80,40,36072,-20414,126841,3114.2
TREE,0005D2DB,TreePineForestSnowL01,80,65,17176,-12121,123204,2735.3
STAT,00026FD9,NorTmpExtPlatWall01Snow,80,30,15983,-18159,103672,2605.3
STAT,0003F972,ImpExtBldgStraight01,80,24,-11434,-16888,109631,2036.7
STAT,00050DC0,MountainCliffSm01_HeavySN,79,78,54603,35205,103409,3968.6
MSTT,000C2BFC,ShipwreckBoards01,79,12,52659,113827,97221,432.1
MSTT,00016D4B,FXSteamCrack,79,39,132728,-13700,16307,81.2
FLOR,00070E42,TreeAspenLog01ScalyPholiota,79,70,133922,-85419,41415,418.3
STAT,000669D4,RoadChunkL02FallForestDirt01,79,35,129294,-81348,36969,251.6
STAT,0003042C,CW3MeleeWideDefender,78,29,17283,24210,117485,3114.5
STAT,0003ACD3,DirtCliffs03FieldGrass01,78,64,-52240,4955,43743,497.6
STAT,00028A6F,NorTmpExtStairsFree01Snow,78,26,31511,40070,111434,2498.0
STAT,000E7591,FrozenMarshIceFloeChunkS01,78,37,-10480,88890,64130,347.5
TREE,000B8A6C,TreeFallForestFernCluster03,78,50,159648,-90019,39333,418.1
STAT,00046031,MountainPeak02_HeavySN,77,74,38209,-40467,138048,5528.5
MSTT,0001B37D,FXRapids,77,59,2810,-8456,89139,2096.8
FLOR,00108E38,FXAmbWaterSalmon01A,77,40,18350,54,114727,3100.7
MSTT,0007776F,FXMistLow01Long,76,62,-647,33092,101702,2449.7
STAT,00061434,NorExtRubblePile04_HeavySN,76,45,28287,33990,102023,3423.6
STAT,00060820,MountainTrim01Rocks01,76,71,49493,-34408,125063,3652.8
TREE,000E9623,TreeReachMntMossCover02,76,53,-130590,43064,22353,190.2
STAT,0003554E,RockShelf01FieldGrass01,75,66,-44040,38,46340,473.0
STAT,0006A8C6,MountainTrim02ReachGrass01,75,71,-138255,18959,40544,394.8
SOUN,000DB6E1,AMBWaterCoastWavesLP,74,72,-14685,127207,99089,1448.3
ACTI,0010D05B,MineOreIron01_LRocks,73,73,40558,-14156,100296,3074.7
SOUN,0008F95E,AMBWindloopMountainsHills01LP,73,72,-15722,-2813,131751,3678.0
STAT,0005304E,MountainRidge02_Heavy_SN,72,72,25400,-46682,143692,5148.7
STAT,0009D51F,IcicleBigStrip,72,43,78405,5880,95431,2501.0
STAT,000E370D,MountainTrim01CoastOceanFloor01,72,69,19601,131895,92121,1424.8
TREE,000AAE83,TreeTundraShrub06,72,57,-28363,15620,68610,629.8
STAT,0003F986,ImpExtBlocks05,72,25,40805,-33473,99325,1839.9
STAT,0004DC57,RockCliff07ReachGrass01,72,68,-122892,6314,45040,464.1
STAT,0003040E,CW1MeleeWideAttacker,71,21,38862,17357,111145,3027.4
STAT,0007A603,CrateSmall01,71,53,845,25367,114401,3166.2
MSTT,0001C756,FXrapidsRocks01,71,52,-20363,8204,88622,1594.2
STAT,000EF0D7,StockadeScaffoldBase0Sided01,70,29,29809,-20170,116083,2090.3
STAT,00024E7B,RockPileL02FieldGrass01Moss,70,67,-31213,1473,43243,602.8
STAT,000B241A,RockPileS03CoastBeach01,70,50,33542,112849,72653,800.5
STAT,0003F958,ImpExtRubble05,70,30,26166,-27420,110822,1958.7
STAT,00024E48,DirtCliffs01FieldGrass01,70,68,-49240,-1873,38425,449.6
STAT,000FC85F,FXWaterfallBodySlope_static,70,45,-5205,-3777,108244,1777.8
STAT,0003041E,CW1MissileCloseAttacker,69,18,17936,22715,106707,2541.3
STAT,000C2C15,CrateSmall01Weathered,69,38,35299,56379,120145,3613.3
STAT,00044B83,NorExtRubblePile01,69,43,-38292,-6874,98793,3147.2
STAT,0007F949,SnowDriftSm02,69,28,4906,57212,106914,2342.1
SOUN,0002B95D,AMBWaterfallMediumLP,69,59,-30123,396,117576,2445.2
ACTI,00094CA4,ClearSkyFogFX512,69,7,63462,-46941,4663,4.7
FLOR,001062D1,ChickenNest,68,39,31699,-4130,127374,3179.0
STAT,00030422,CW3MissileCloseAttacker,68,27,659,23688,115863,3045.1
STAT,00030413,CW2MeleeWideAttacker,68,26,15469,13549,113918,3090.3
STAT,0006EAA9,WRFenceBase64Ramp01,68,11,23840,-12988,8962,22.7
FLOR,000176B2,DeadSalmon02,68,33,64894,7674,111218,3589.0
MSTT,00033DA9,FXfireWithEmbersLight,68,41,21326,-27446,145571,3330.4
STAT,00031038,HayMoundL01,68,31,-61342,-3238,119893,2553.0
STAT,000A545F,IcebergLarge,68,65,89474,131385,100826,1376.5
STAT,00052EE9,MountainTrim02PineForest02,68,64,16376,-20315,115448,1909.0
STAT,000FC85E,FXWaterfallBodyTall_static,68,51,-45531,7053,111618,1739.2
STAT,00041B8C,RockPileM01ReachGrass01,68,53,-142966,36156,31706,337.1
FURN,0006411B,InvisibleChairMarker,67,37,14003,20467,119799,3242.1
STAT,0003AB67,RockCliff07FieldGrass01,67,55,-26697,4245,57061,646.0
STAT,0003F974,ImpExtBldgStraight03,67,21,49269,-45338,95896,1749.3
SOUN,000B60E1,AMBWaterfallMedium2DLP,67,59,-21208,3471,119255,2630.4
ACTI,00048AC0,defaultActivateSelfTRIG,66,48,-1453,3309,113680,3296.0
FURN,0003B3CE,Bedroll01L,66,53,21662,13558,119559,3929.7
MISC,000318EC,Lantern01,66,45,28370,602,129711,3884.4
STAT,0003ACCD,RockCliff08FieldGrass01,66,59,-49079,10771,55852,985.6
STAT,000B2415,RoadChunkL01Snow,66,50,48990,42249,104093,2499.0
STAT,0003F95A,ImpExtRubble01,66,41,40720,-35194,104561,1963.8
MSTT,0002BCAB,FXWaterfallThin512x128,66,37,15104,-19368,108126,2856.9
DOOR,00029CB0,FarmhouseLDoor01,65,35,9054,13862,108337,2726.6
STAT,0006E06B,MountainCliffSlopeFieldGrass01,65,58,-45107,19229,61652,652.1
STAT,00044B88,NorExtRubblePile06,65,46,-37153,8793,100280,3048.9
STAT,00026FD0,NorTempleExteriorRibFree07Snow,65,41,8042,44296,92768,2216.6
STAT,00052B86,MineralPoolSm01,65,33,128753,-14498,16239,65.2
STAT,0001BFB0,RockPileM01FieldGrass01Moss,65,59,-46512,-7330,40404,363.5
FURN,000727A1,CraftingTanningRackMarker,64,59,13809,-14592,121933,3785.9
FURN,0007022E,WoodChoppingBlock,64,60,22410,4897,118448,3715.8
STAT,00027007,RoadCurve90R01,64,55,10005,-11074,98917,2127.2
STAT,000CC760,IcePileL03,64,49,103289,89326,29891,205.3
ACTI,00074C8C,TrapFallingRockSm01_Rock,64,5,14671,27053,115306,1612.5
STAT,0003F93C,ImpExtStairs02,64,21,12506,-10382,106540,1706.1
IDLM,00064106,SweepIdleMarker,63,31,10306,-14201,128321,3084.1
MSTT,00035F49,Campfire01Burning,63,59,25033,3784,130539,4041.5
STAT,0002F5A0,FXcobwebCorner01,63,26,-12130,-16466,109370,2800.8
MSTT,000AF5F2,BoneHumanArmL,63,34,27868,-7715,106862,3124.4
STAT,0004CCD7,MountainTrim02_LightSN,63,61,7819,-7020,131729,3943.1
TREE,000C43B0,TreeFloraNightshade01,63,41,-3315,-21814,113105,3281.4
STAT,000368B8,RuinsFloorCandleLampSmallOn,63,33,14117,9675,130007,3706.8
SOUN,000B6098,AMBWaterfallRapidsMedium2D,63,59,-20922,-12127,111769,2592.8
STAT,00050DC1,MountainCliffSm01_LightSN,63,60,11069,5913,121458,4647.9
TREE,000BB94C,TreeFloraDeathBell02,63,46,-47478,81605,15121,84.6
STAT,0001AE13,StockadeStairs01,62,38,20114,-18251,126176,2955.7
STAT,00044B89,NorExtRubblePile07,62,44,-50509,-4781,101958,2976.5
MSTT,0003E69E,BoneHumanBloodyLeg,62,30,40723,-6014,128109,3936.9
STAT,00060223,SnowDriftL04,62,50,55846,27448,114186,3260.1
STAT,0001DA55,RoadSCurveR01,62,56,11940,-13363,94440,2002.1
STAT,00061477,MountainTrim02RiverBottom01,62,60,11120,112877,124995,3108.7
MSTT,00077772,FXMistLow01,62,50,-84,44459,109847,3250.7
STAT,0006EAAB,WRFenceBaseStr01,62,11,25878,-13403,8523,13.9
MSTT,00030B39,FXSteamBillow,62,31,132086,-17879,14038,60.9
ACTI,000E717D,Water1024RiverFlowNE,61,29,-54104,18951,115680,1081.0
STAT,00026F77,NorTmpExtPlatMid01,61,22,-75531,-2776,118931,1802.7
MSTT,000B09E4,FXSmokeChimney01,61,54,17617,-9508,117459,2869.1
STAT,0006081F,MountainTrim02Rocks01,61,56,61824,-44558,114257,3331.1
STAT,00019B1A,HayScatter06,61,39,44461,11516,128654,3974.5
STAT,0003DE44,ExteriorWoodenTable01,61,53,-18111,-2244,123707,3161.7
STAT,00027DDB,MountainCliff04_LightSN,61,61,8478,-10902,125365,4658.9
STAT,0001EF59,RockCliff02Rocks01SnowLight,61,50,-1525,4483,110621,2499.4
STAT,00054C92,RockCliff01PineForest02,61,52,-61826,8322,87383,1495.7
STAT,0003925D,RockTundraLand02Tundra01,60,59,-7378,6995,48920,515.5
STAT,000C2C05,CrateSmall03Weathered,60,38,37385,42446,129334,4109.5
STAT,0006E1EC,MountainTrim01SnowRocks01_LightSN,60,55,2651,13911,139521,3962.3
STAT,000984A5,NorHitchPost02Snow,60,19,28523,-28360,107151,1068.4
STAT,00060D86,GlacierEndLg01,60,59,100631,104193,63951,865.5
STAT,0005B810,RockPileL02PineForest02,60,56,32157,-10737,124864,1978.7
STAT,000185B6,FirewoodPileSmall01,59,45,-4715,-23975,108506,3033.0
STAT,0005CCDD,ShackRoofSide01,59,22,-5492,-13862,104092,2092.8
STAT,000774BC,RockCliff08Snow_HeavySN,59,56,44218,59744,86882,2188.2
STAT,000992B3,RockPileS01Tundra01,59,43,-22143,3613,50155,562.9
STAT,0005E3F2,GlacierTrim01_LightSN,59,46,108602,101454,57529,666.2
MSTT,00103966,FXLargeSplashChurn,59,36,28938,-2917,99001,1823.3
FURN,0006E9C2,CraftingBlacksmithSharpeningWheel,58,57,15391,7591,116901,3247.7
FURN,00070EA1,RailLeanMarker,58,37,10970,18314,110055,2851.6
STAT,00040B0B,ImpExtWall05,58,25,26894,-19181,113901,1669.0
STAT,00073CE5,BoneMammothRibs,58,43,37500,-675,92187,1989.7
MSTT,00043F4B,TundraStreamTransition01,58,37,-12721,-12066,67882,1228.0
STAT,0006EAB9,WRFenceBaseEnd01,58,12,24834,-12171,9665,22.1
STAT,0004B5F8,TreePineForestCutStump02_HeavySN,58,18,12579,69583,54136,228.6
STAT,0003AF9D,RoadSignPost,58,58,15319,-20227,117031,2933.4
STAT,0007A617,CrateSmall03,58,31,-7117,49048,119769,3445.2
STAT,000BB8A7,RockPileS04CoastBeach01,58,38,57500,114912,81780,328.8
ACTI,00071E62,StockadeBarricade01Activator,58,26,2091,-8094,116872,2504.4
STAT,000F1FEF,IcePileS02,58,33,99091,94901,42886,690.1
STAT,00028A6D,NorTmpExtStairsFree01,58,24,-31540,1296,102251,1533.9
ACTI,000C51FF,critterSpawnInsects_Few,58,53,104071,-67015,86052,1869.5
STAT,0005CCE2,ShackWallL01,57,25,5642,-22549,106758,2163.3
CONT,00092B10,BarrelIngredientCommon01,57,38,35974,33421,117942,3456.7
MSTT,0003E6A0,BoneHumanBloodyArm,57,32,36851,-4414,130127,3835.7
ACTI,0010D061,MineOreIron03_LRocks,57,57,4466,10381,112032,3636.8
STAT,0006C7B5,NorExtWallBgStairsSingle01Snow,57,27,37871,16241,95424,2086.6
STAT,0003D4B5,RockCairn03,57,48,6122,-13471,119235,2692.4
STAT,0003F987,ImpExtBlocks06,57,20,48081,-33527,101426,1458.4
STAT,000533D0,StockadeWoodbeam01,57,20,57382,-45638,130003,3043.4
STAT,0005E928,MountainTrim01FallForestGrass01,57,44,129996,-84231,44555,344.5
STAT,0008D123,MountainTrimSlab_SparseSN,56,52,14914,-21166,156750,5123.7
MSTT,000AF5F9,BoneHumanLegR,56,34,34957,-9680,114788,3374.6
MSTT,0003E6A1,BoneHumanBloodySkull,56,37,-15055,-660,123404,3835.4
STAT,000BB8C2,RockM02Wet,56,40,-2639,8453,111427,3154.3
STAT,000E758B,FrozenMarshIceFloeFrostS02,56,22,-17361,92219,56930,306.9
STAT,00024B97,RockPileL04Rocks01,56,54,98536,-55332,99060,2375.8
MSTT,0001AC95,FXWaterfallSkirtTallFront,56,48,-31526,-4275,123968,1756.6
MSTT,000ACAF3,HagravenEyeball01,56,13,-122804,11238,58406,876.6
STAT,000885F4,RoadChunkS03ReachDirt01,56,20,-148122,28740,32333,146.3
STAT,0003042B,CW2MeleeWideDefender,55,30,15293,25368,116701,3087.3
STAT,00030429,CW1MeleeWideDefender,55,31,15408,25399,116787,3117.2
STAT,000C234D,FarmTable01,55,38,-14077,-6201,114958,3411.3
STAT,00077ED2,RockPileM01Snow01Heavy_SN,55,47,45121,16126,91118,2021.1
STAT,000A98EF,IcebergLedge01,55,40,116758,110429,50007,679.2
STAT,000B2400,RockPileM01CoastBeach01,55,50,-47352,118504,99100,1096.4
STAT,0001C433,RoadStraightLong01,55,52,4401,6322,110794,2421.2
STAT,000368C2,RuinsFloorCandleLampSmallOn02,55,22,13624,-6645,128767,3160.5
STAT,00050928,DirtCliffs03FallForestGrass01,55,42,139978,-91921,35575,330.5
ACTI,000CD8DE,RTGravestone01A,55,2,-34569,-85447,888,0.1
STAT,000B23F3,RoadChunkL02Snow,54,42,49215,36588,103953,2427.5
ACTI,0007144D,BearTrap01,54,33,-11046,18968,116828,2685.2
STAT,0003D4B8,RockCairn04,54,47,-2943,-5944,114864,2713.5
STAT,000EE3A3,IcePileM02coastbeach01,54,42,110663,106747,80273,987.7
STAT,00024F46,RockPileS01PineForest01,54,40,57033,-33604,98120,1700.6
STAT,00078DB9,BoneMammothRibsBrokenSnow,53,25,15690,30351,75842,2150.7
STAT,000C2C13,CrateSmall02Weathered,53,32,56649,81939,107595,3752.2
STAT,00050368,ShipRowBoat01,53,41,37788,31141,130296,3700.9
STAT,00040B0A,ImpExtWall04,53,33,36778,-25315,104607,2005.8
STAT,0003F973,ImpExtBldgStraight02,53,26,29840,-34763,108176,1918.3
STAT,000CC761,IcePileL02,53,44,106418,88170,35474,237.6
STAT,000533D1,StockadeWoodbeam02,53,18,113389,-73163,93362,2431.6
STAT,00020548,RockPileM01,53,47,-10899,-35036,76764,2039.2
STAT,000ACAFA,HagravenSticks01,53,21,-78478,16837,101568,2469.2
STAT,0005EA54,RockPileL03FallForestLeaves01,53,43,119962,-88147,38578,351.3
STAT,000185BD,RockPileL03,52,44,-43999,-7267,94026,2167.0
ACTI,0010D064,MineOreIron04_LRocks,52,52,11854,384,107038,3542.1
STAT,00048DE0,MountainCliff01_HeavySN,52,52,28576,-10232,138236,4130.2
STAT,0002ED7A,RockCliff08_HeavySN,52,47,46319,31521,110922,2478.4
MSTT,000B6337,RockCairnBanner01,52,48,17022,15726,102225,3155.5
STAT,0001EF6C,RockCliff05Snow,52,49,23558,9910,112283,3044.2
STAT,00098E90,MountainCliff02_SparseSN,52,50,-2261,-8337,146241,4356.7
STAT,0003F975,ImpExtBldgStraight04,52,30,13683,-31869,110316,1900.0
STAT,00027DD9,MountainCliff03_LightSN,52,50,55773,-14938,141145,4169.0
STAT,0002ED74,RockCliff04SnowLight,52,47,-7368,-7019,120365,3583.7
MSTT,00106A1D,FXRapids02,52,43,-17694,-18012,92738,2216.9
STAT,0005B80D,RockPileL03PineForest02,52,52,36725,-18951,114433,1871.1
STAT,000349A8,StockadeWallWalkway01,52,19,-34000,-10309,116130,2302.8
STAT,00050931,DirtCliffsCornerOutFallForest01,52,40,134507,-91545,35650,301.3
STAT,000ADFF7,RockPileM02FallForestDirt01,52,45,147353,-92224,39276,314.0
FURN,000C4827,SitLedgeMarker,51,34,25116,-8644,120350,3376.2
STAT,00035F50,Spit01,51,51,18806,7235,125168,3765.9
STAT,0005CCE3,ShackWallR01,51,23,11349,-27426,106613,2076.1
STAT,0006F738,ImpExtIceBlocks05,51,17,24101,22776,130000,2753.2
MISC,000AF5FD,BoneHumanSkullFull,51,28,-538,9784,114619,2946.1
STAT,0005205B,MountainRidge01_HeavySN,51,51,21366,-29091,134844,5372.6
STAT,000B2419,RockPileS02CoastBeach01,51,39,-682,114775,90608,385.2
ACTI,0010B035,FCAmbWaterfallSalmon01,51,25,14279,-4571,97322,1211.0
STAT,0007F812,VolcanicFissure01,51,37,133885,-14021,15857,80.0
STAT,00042A88,DirtCliffsIsland01FieldGrass01,51,45,-44166,317,35324,287.7
STAT,000C2C1A,CrateSmall04Weathered,50,25,55798,42908,109594,3062.0
STAT,00055121,DweFacadeTower02,50,13,-34060,11798,158177,2267.5
MSTT,000AF5F6,BoneHumanHandL,50,33,17354,-4851,114564,3548.9
STAT,000B2416,RoadChunkL03Snow,50,34,32806,46017,101835,2278.5
MSTT,0003E69D,BoneHumanBloodyRibcage,50,37,10487,13451,127604,3925.1
STAT,00025D61,RoadStraightLong02,50,48,18741,-21005,90779,1863.1
STAT,0001EF3C,DirtCliffsCornerIn01PineForest02,50,48,-20039,-38091,86431,1739.6
STAT,000ACAFC,HagravenBloodbowl01,50,26,-49618,15060,127922,3001.9
STAT,0003F970,ImpExtBldgMid02,50,12,-26758,-2118,105655,1209.3
STAT,000ADEC7,MountainTrim01FallForestRocks01,50,44,160086,-91294,31278,259.2
TREE,000E9622,TreeReachMntMossCover01,50,35,-133924,41797,24163,163.4
STAT,000BB98B,GiantHangingBones,49,16,22817,3728,103687,1863.4
CONT,00097F6C,MiscSackLargeFlat01,49,38,25595,-13075,124436,3211.8
STAT,00053909,MountainRidge03_Heavy_SN,49,49,39136,-44922,139118,4837.0
