sig,formid,editor_id,n,cells,cx,cy,rg_units,hull_cells2
STAT,02029F28,DLC2RockPileS04VolcanicAsh01_Ash,1,1,48116,25580,0,0.0
?,000B1B74,<000B1B74>,1,1,38568,26525,0,0.0
?,0001C4AC,<0001C4AC>,1,1,38627,26575,0,0.0
?,00034CD4,<00034CD4>,1,1,38730,26463,0,0.0
?,00019E27,<00019E27>,1,1,38761,26253,0,0.0
STAT,02021742,DLC2DarkElfShelf04,1,1,38546,26653,0,0.0
?,00012FEC,<00012FEC>,1,1,38183,26387,0,0.0
?,0004C3C6,<0004C3C6>,1,1,38131,26911,0,0.0
?,000721E8,<000721E8>,1,1,38963,26389,0,0.0
?,0009171B,<0009171B>,1,1,38717,26456,0,0.0
?,00104B3F,<00104B3F>,1,1,38876,26360,0,0.0
?,0003133B,<0003133B>,1,1,38980,26358,0,0.0
?,00093D45,<00093D45>,1,1,38850,26457,0,0.0
?,00098623,<00098623>,1,1,38975,26334,0,0.0
?,00098621,<00098621>,1,1,38950,26362,0,0.0
?,000F699D,<000F699D>,1,1,38708,26481,0,0.0
?,00098620,<00098620>,1,1,38692,26477,0,0.0
?,0007A60D,<0007A60D>,1,1,38746,26320,0,0.0
STAT,02020A61,DLC2dunKolbjorn_NorDwelling03ExtPylons01,1,1,37818,26100,0,0.0
?,000251E2,<000251E2>,1,1,37764,25896,0,0.0
STAT,02020A62,DLC2dunKolbjorn_NorDwelling03ExtBaseB,1,1,37764,25896,0,0.0
?,0001814D,<0001814D>,1,1,33511,25682,0,0.0
?,00018145,<00018145>,1,1,33315,27689,0,0.0
?,0001BCC3,<0001BCC3>,1,1,54317,24204,0,0.0
?,00072E9F,<00072E9F>,1,1,53570,24420,0,0.0
?,0006F729,<0006F729>,1,1,53266,22145,0,0.0
?,00070BB4,<00070BB4>,1,1,54840,20678,0,0.0
STAT,0202AD64,DLC2ImpExtRubble03_Ash,1,1,52156,24406,0,0.0
?,000DB894,<000DB894>,1,1,52903,24568,0,0.0
?,0003E22F,<0003E22F>,1,1,51086,22404,0,0.0
?,0003F943,<0003F943>,1,1,50741,23547,0,0.0
STAT,0202AD62,DLC2ImpExtRubble04_Ash,1,1,52019,22251,0,0.0
?,0003F1F9,<0003F1F9>,1,1,50671,22044,0,0.0
ACTI,0201B90D,DLC2RR01ToggleTrigger,1,1,33889,22712,0,0.0
STAT,0202B8C2,DLC2BasaltRubblePile02CoastBeach01_Ash,1,1,36366,21266,0,0.0
?,000C5860,<000C5860>,1,1,34967,22725,0,0.0
?,000BB8A7,<000BB8A7>,1,1,52856,16879,0,0.0
?,000AE630,<000AE630>,1,1,52770,18056,0,0.0
?,0010AAD2,<0010AAD2>,1,1,44386,19553,0,0.0
?,000C842B,<000C842B>,1,1,43498,19053,0,0.0
?,000E2617,<000E2617>,1,1,44120,19518,0,0.0
?,000C2CBE,<000C2CBE>,1,1,43280,19681,0,0.0
?,000C2CC3,<000C2CC3>,1,1,43442,19549,0,0.0
?,00090F13,<00090F13>,1,1,43341,19124,0,0.0
?,00019B13,<00019B13>,1,1,43641,19546,0,0.0
?,000DABAB,<000DABAB>,1,1,43683,19427,0,0.0
?,000D201D,<000D201D>,1,1,44171,19787,0,0.0
?,0005CCDC,<0005CCDC>,1,1,43520,19648,0,0.0
?,0005CCDE,<0005CCDE>,1,1,43776,19264,0,0.0
?,000C3D36,<000C3D36>,1,1,43778,19861,0,0.0
?,0005CCC5,<0005CCC5>,1,1,43520,19520,0,0.0
?,0005CCD9,<0005CCD9>,1,1,43520,19520,0,0.0
?,00088243,<00088243>,1,1,43669,19083,0,0.0
?,000CE786,<000CE786>,1,1,44163,19479,0,0.0
?,0002FB68,<0002FB68>,1,1,43754,18908,0,0.0
?,0002FB67,<0002FB67>,1,1,43710,19088,0,0.0
?,000C4B99,<000C4B99>,1,1,43812,19249,0,0.0
?,000C891B,<000C891B>,1,1,43853,13376,0,0.0
?,000E72A8,<000E72A8>,1,1,43640,13685,0,0.0
?,000E72A6,<000E72A6>,1,1,43621,13651,0,0.0
?,000877C9,<000877C9>,1,1,43868,13374,0,0.0
?,000B2419,<000B2419>,1,1,41744,15566,0,0.0
?,000D8399,<000D8399>,1,1,36968,12501,0,0.0
?,000AF6AF,<000AF6AF>,1,1,35178,11673,0,0.0
?,0003AD64,<0003AD64>,1,1,35161,11647,0,0.0
?,0007A91A,<0007A91A>,1,1,35259,11698,0,0.0
?,00038B0B,<00038B0B>,1,1,36750,9896,0,0.0
?,0002F239,<0002F239>,1,1,36480,9967,0,0.0
?,000D2007,<000D2007>,1,1,35953,10822,0,0.0
?,0001989A,<0001989A>,1,1,35828,10404,0,0.0
?,000DCE84,<000DCE84>,1,1,35920,10322,0,0.0
?,000D839B,<000D839B>,1,1,35944,11716,0,0.0
?,0001CF9F,<0001CF9F>,1,1,35664,11520,0,0.0
?,00030000,<00030000>,1,1,35961,10886,0,0.0
?,0003F85D,<0003F85D>,1,1,64492,63478,0,0.0
?,000E758E,<000E758E>,1,1,65241,61465,0,0.0
?,000E7590,<000E7590>,1,1,65212,62570,0,0.0
?,000B679A,<000B679A>,1,1,61265,63482,0,0.0
STAT,020362AE,ApoExtTowerBaseDiasCover02,1,1,56361,62475,0,0.0
STAT,020362AD,ApoExtTowerBaseDiasCover01,1,1,56361,62475,0,0.0
?,00077ED2,<00077ED2>,1,1,53338,62329,0,0.0
STAT,0201AA30,ApoExtTowerBase01,1,1,56380,62465,0,0.0
STAT,0201DA5B,DLC2IcebergLedge01_LightSN,1,1,49581,64916,0,0.0
STAT,0203D3BF,ApoControlRingArchPart01Snow_L,1,1,63585,58441,0,0.0
STAT,0203D3C0,RockCartPile01Snow,1,1,63277,58136,0,0.0
?,0002A33B,<0002A33B>,1,1,62848,58161,0,0.0
?,00058EFB,<00058EFB>,1,1,64958,59948,0,0.0
?,000533BD,<000533BD>,1,1,57097,60756,0,0.0
?,000183CF,<000183CF>,1,1,56834,60794,0,0.0
?,00026FD3,<00026FD3>,1,1,56401,58277,0,0.0
?,00026FD1,<00026FD1>,1,1,55437,58622,0,0.0
STAT,02019654,GlacierCaveEntrance02_LDirtSnowPath,1,1,48843,61085,0,0.0
?,000C5494,<000C5494>,1,1,48873,59707,0,0.0
?,00073CC2,<00073CC2>,1,1,41318,57564,0,0.0
STAT,0201F9E4,RockPileL03SnowNoSnow,1,1,41370,57596,0,0.0
?,00027034,<00027034>,1,1,41380,57523,0,0.0
STAT,0201D9EB,DLC2GlacierRubbleTrim01_LightSN,1,1,40982,57953,0,0.0
?,000800E0,<000800E0>,1,1,40151,58999,0,0.0
?,001067EC,<001067EC>,1,1,40017,58964,0,0.0
?,000D987B,<000D987B>,1,1,40017,58964,0,0.0
?,00028A89,<00028A89>,1,1,54568,56719,0,0.0
?,00026FCD,<00026FCD>,1,1,53749,54674,0,0.0
?,0004CCD7,<0004CCD7>,1,1,49394,55778,0,0.0
?,0010D096,<0010D096>,1,1,41607,53799,0,0.0
STAT,02018D91,Campfire01LandOffDirtSnowPath,1,1,41564,56963,0,0.0
STAT,0201EE73,RockM03SnowLight,1,1,41345,56785,0,0.0
?,000F7F4F,<000F7F4F>,1,1,42125,56958,0,0.0
?,00052C24,<00052C24>,1,1,34437,56816,0,0.0
?,00059D5E,<00059D5E>,1,1,34501,56779,0,0.0
?,000FF8ED,<000FF8ED>,1,1,34197,56960,0,0.0
?,00036AC2,<00036AC2>,1,1,58076,50793,0,0.0
?,000C886C,<000C886C>,1,1,54216,50718,0,0.0
?,000C8872,<000C8872>,1,1,54244,50774,0,0.0
?,00027F03,<00027F03>,1,1,54288,50732,0,0.0
?,00025C13,<00025C13>,1,1,54318,50812,0,0.0
?,0005ADEA,<0005ADEA>,1,1,53789,49784,0,0.0
?,00068763,<00068763>,1,1,53788,49788,0,0.0
?,0004EFCF,<0004EFCF>,1,1,56827,50782,0,0.0
STAT,0202074A,DLC2DweRubblePile02,1,1,55993,49418,0,0.0
?,00020650,<00020650>,1,1,55325,50331,0,0.0
?,00055124,<00055124>,1,1,55928,50183,0,0.0
?,0005B094,<0005B094>,1,1,55775,49484,0,0.0
?,00055126,<00055126>,1,1,55928,50183,0,0.0
?,0003D4B5,<0003D4B5>,1,1,52530,49613,0,0.0
?,0002ED76,<0002ED76>,1,1,44993,52506,0,0.0
?,000CBB41,<000CBB41>,1,1,36650,50282,0,0.0
STAT,0202587D,DLC2TreePineForestCutLog01Asnow,1,1,35831,51879,0,0.0
?,000DAFA0,<000DAFA0>,1,1,35681,52254,0,0.0
?,000715FA,<000715FA>,1,1,35457,52642,0,0.0
?,000455D5,<000455D5>,1,1,65471,47170,0,0.0
?,00013985,<00013985>,1,1,65334,47267,0,0.0
?,000CAF75,<000CAF75>,1,1,62154,48945,0,0.0
?,00104B44,<00104B44>,1,1,65106,47834,0,0.0
?,00027D1D,<00027D1D>,1,1,59760,45469,0,0.0
ACTI,02028EA1,DLC2MineGemRuby02,1,1,51816,48525,0,0.0
ACTI,0201448D,DLC2ExpSpiderFireEggJumping,1,1,51713,48460,0,0.0
?,00052F76,<00052F76>,1,1,37266,45115,0,0.0
?,0003AF9D,<0003AF9D>,1,1,57486,44159,0,0.0
?,000139BF,<000139BF>,1,1,57451,44428,0,0.0
BOOK,02033C7D,dlc2MerchNote,1,1,57461,44404,0,0.0
?,0005CCC8,<0005CCC8>,1,1,57775,44191,0,0.0
?,000E8E76,<000E8E76>,1,1,44282,43455,0,0.0
?,000E8E79,<000E8E79>,1,1,44245,43400,0,0.0
?,000E8E7E,<000E8E7E>,1,1,43873,44423,0,0.0
?,000455DD,<000455DD>,1,1,43182,44505,0,0.0
?,0007A60B,<0007A60B>,1,1,43917,43348,0,0.0
?,000173FF,<000173FF>,1,1,43520,44073,0,0.0
?,0002520D,<0002520D>,1,1,43720,43950,0,0.0
?,00064B43,<00064B43>,1,1,37540,44543,0,0.0
?,00063B43,<00063B43>,1,1,37563,44538,0,0.0
ACTI,02028E96,DLC2MineGemEmerald03,1,1,38244,44914,0,0.0
?,00080699,<00080699>,1,1,37643,44566,0,0.0
?,00054C32,<00054C32>,1,1,32904,42949,0,0.0
?,00063858,<00063858>,1,1,63434,40578,0,0.0
?,000997FE,<000997FE>,1,1,61902,40264,0,0.0
?,0003E211,<0003E211>,1,1,50329,37148,0,0.0
?,000AF5FB,<000AF5FB>,1,1,64186,33474,0,0.0
?,000AF5FA,<000AF5FA>,1,1,64145,33422,0,0.0
?,000AF5F9,<000AF5F9>,1,1,64130,33418,0,0.0
?,000AF5F8,<000AF5F8>,1,1,64244,33457,0,0.0
?,000AF5F7,<000AF5F7>,1,1,64263,33487,0,0.0
?,000AF5F6,<000AF5F6>,1,1,64120,33396,0,0.0
?,000AF5F5,<000AF5F5>,1,1,64337,33481,0,0.0
?,000AF5F4,<000AF5F4>,1,1,64327,33440,0,0.0
?,000E9DF0,<000E9DF0>,1,1,61899,33419,0,0.0
?,000BB8C2,<000BB8C2>,1,1,62686,34365,0,0.0
?,0005D6E5,<0005D6E5>,1,1,50733,36176,0,0.0
?,0003F987,<0003F987>,1,1,50858,35156,0,0.0
?,0004CECA,<0004CECA>,1,1,50622,35732,0,0.0
?,00040B10,<00040B10>,1,1,50880,35632,0,0.0
STAT,02039EA4,RedoranBaseStairs02,1,1,32784,33640,0,0.0
STAT,020324AA,RedoranTemple01,1,1,33258,35378,0,0.0
?,000A2C73,<000A2C73>,1,1,46336,92365,0,0.0
STAT,0201B931,DLC2GlacierCaveEntrance02,1,1,47639,91879,0,0.0
?,0010B11C,<0010B11C>,1,1,37650,90934,0,0.0
STAT,02039D5C,DLC02IceThroneUnique,1,1,33255,91494,0,0.0
?,00075D7B,<00075D7B>,1,1,33287,91368,0,0.0
?,00027DDA,<00027DDA>,1,1,42224,90022,0,0.0
?,000A98EE,<000A98EE>,1,1,37192,89983,0,0.0
?,0002D3C6,<0002D3C6>,1,1,37681,89148,0,0.0
?,0002B95E,<0002B95E>,1,1,37615,89173,0,0.0
?,0004F4F8,<0004F4F8>,1,1,37313,86420,0,0.0
?,001033F3,<001033F3>,1,1,37682,88665,0,0.0
?,0002C68E,<0002C68E>,1,1,33547,89113,0,0.0
?,00065CA2,<00065CA2>,1,1,33659,87462,0,0.0
STAT,0201C64D,DLC2CastleGlacier01,1,1,33722,88202,0,0.0
?,0008CD45,<0008CD45>,1,1,62133,84846,0,0.0
?,000FDCC5,<000FDCC5>,1,1,42292,84293,0,0.0
?,0002E4E5,<0002E4E5>,1,1,41492,85038,0,0.0
?,0006A0C2,<0006A0C2>,1,1,41524,85055,0,0.0
?,00037E8B,<00037E8B>,1,1,41493,85005,0,0.0
?,00012E46,<00012E46>,1,1,42304,83052,0,0.0
STAT,0202B6B1,DLC2RuinsFloorCandleLampMidOff02Snow,1,1,41888,83283,0,0.0
CONT,0202AAC1,DLC2TreasDraugrChest,1,1,43849,84832,0,0.0
?,000A9DB5,<000A9DB5>,1,1,42226,83179,0,0.0
ACTI,02027446,DLC2WordWallTriggerBendWill,1,1,42131,83028,0,0.0
?,0005F986,<0005F986>,1,1,41841,82884,0,0.0
?,00026F78,<00026F78>,1,1,41809,82674,0,0.0
?,0001B363,<0001B363>,1,1,37164,85169,0,0.0
?,00099524,<00099524>,1,1,49277,80788,0,0.0
?,0005FCC5,<0005FCC5>,1,1,49192,80670,0,0.0
?,0005DFE5,<0005DFE5>,1,1,49177,80842,0,0.0
?,000B23C3,<000B23C3>,1,1,53907,74782,0,0.0
?,00028A85,<00028A85>,1,1,42693,74815,0,0.0
?,00028A84,<00028A84>,1,1,43199,74517,0,0.0
?,00028A83,<00028A83>,1,1,43585,74405,0,0.0
?,000F08A2,<000F08A2>,1,1,43023,75523,0,0.0
?,000F08A3,<000F08A3>,1,1,43221,75789,0,0.0
?,000982D5,<000982D5>,1,1,42940,75526,0,0.0
?,00025220,<00025220>,1,1,33576,76590,0,0.0
?,000C2168,<000C2168>,1,1,64504,71063,0,0.0
?,00020F27,<00020F27>,1,1,60288,72044,0,0.0
?,0007EA42,<0007EA42>,1,1,60027,71915,0,0.0
?,0007EA40,<0007EA40>,1,1,59833,71997,0,0.0
ACTI,0201A1F0,DLC2RockSecEntrance01,1,1,59814,71735,0,0.0
?,0002246F,<0002246F>,1,1,55025,71901,0,0.0
?,00039DF9,<00039DF9>,1,1,51657,71216,0,0.0
STAT,02032811,DLC2NorExtWallBgStairsSingle01_LightSN,1,1,49973,70760,0,0.0
CONT,0202AAC0,DLC2TreasBanditChestSnow,1,1,40996,72881,0,0.0
?,0006F39E,<0006F39E>,1,1,41196,72617,0,0.0
ARMO,02039114,DLC2ClothesSkaalHat,1,1,40994,72527,0,0.0
ARMO,0201CD95,DLC2ArmorBonemoldHelmet,1,1,41122,72678,0,0.0
?,0003AD52,<0003AD52>,1,1,43759,69891,0,0.0
?,0005C035,<0005C035>,1,1,43750,69899,0,0.0
STAT,02033C52,DLC2Spit01SNOW,1,1,33508,70372,0,0.0
?,000D201B,<000D201B>,1,1,33243,69883,0,0.0
?,0007183D,<0007183D>,1,1,33112,69885,0,0.0
?,0007183F,<0007183F>,1,1,33112,69885,0,0.0
?,00071835,<00071835>,1,1,33112,69885,0,0.0
?,00071836,<00071836>,1,1,33112,69885,0,0.0
?,0007183A,<0007183A>,1,1,33112,69885,0,0.0
?,0007183C,<0007183C>,1,1,33112,69885,0,0.0
?,00071840,<00071840>,1,1,33112,69885,0,0.0
?,0007183E,<0007183E>,1,1,33112,69885,0,0.0
CONT,0202C45E,DLC2TreasWerebearChest,1,1,50323,69031,0,0.0
?,000C49E6,<000C49E6>,1,1,50382,69005,0,0.0
?,000C49EF,<000C49EF>,1,1,50420,69003,0,0.0
?,000C49ED,<000C49ED>,1,1,50408,68982,0,0.0
?,000C49E5,<000C49E5>,1,1,50428,68975,0,0.0
?,000C49E9,<000C49E9>,1,1,50421,68953,0,0.0
?,000CF89E,<000CF89E>,1,1,50531,67786,0,0.0
?,000C49F0,<000C49F0>,1,1,50638,67828,0,0.0
?,000C49EE,<000C49EE>,1,1,50578,67814,0,0.0
STAT,02032812,DLC2NorExtWallBg1WayArch01_LightSN,1,1,49741,68982,0,0.0
?,000F3DDE,<000F3DDE>,1,1,49741,68982,0,0.0
?,00098497,<00098497>,1,1,50700,67622,0,0.0
STAT,0203288C,DLC2NorTempleEntranceHall01Snow,1,1,51069,66672,0,0.0
?,000950C5,<000950C5>,1,1,50645,67795,0,0.0
STAT,0203280E,DLC2NorTmpExtPlatCorDblEnd01_LightSN,1,1,50619,67903,0,0.0
?,0005205B,<0005205B>,1,1,48095,67555,0,0.0
?,000A08CF,<000A08CF>,1,1,44939,69232,0,0.0
?,000CF264,<000CF264>,1,1,42833,67923,0,0.0
?,0003AD53,<0003AD53>,1,1,42871,67990,0,0.0
?,00064B38,<00064B38>,1,1,43627,69422,0,0.0
?,00024CA6,<00024CA6>,1,1,43009,68375,0,0.0
?,00013920,<00013920>,1,1,43007,68276,0,0.0
?,00012FE8,<00012FE8>,1,1,43058,68392,0,0.0
?,0001BE1A,<0001BE1A>,1,1,43657,69181,0,0.0
?,000E4E22,<000E4E22>,1,1,42966,67556,0,0.0
STAT,02035A87,DLC2RieklingBridgePlatform01Snow,1,1,41986,67208,0,0.0
?,000CB92C,<000CB92C>,1,1,43594,69559,0,0.0
STAT,02035A89,DLC2ShipwreckLarge03Snow,1,1,42611,67178,0,0.0
?,00048DDF,<00048DDF>,1,1,38323,67256,0,0.0
?,00068E43,<00068E43>,1,1,60487,100885,0,0.0
?,00029B8B,<00029B8B>,1,1,79963,28695,0,0.0
?,000BB94C,<000BB94C>,1,1,80282,29267,0,0.0
STAT,0203C385,DLC2Tombstone01VolcanicAsh,1,1,80036,29135,0,0.0
ACTI,020240CD,DLC2IldarisSarcophagusPlaque01,1,1,79974,28681,0,0.0
TREE,0201FF64,DLC2TreeFloraHangingMoss01,1,1,75318,31093,0,0.0
?,0001B22B,<0001B22B>,1,1,69005,29733,0,0.0
STAT,0202C401,FirewoodPileLarge01ASH,1,1,68846,29509,0,0.0
STAT,0202C3FC,DLC2NorTentSmallASH,1,1,68809,29754,0,0.0
STAT,02023F0F,SiltStriderRamp01,1,1,68264,28702,0,0.0
STAT,02020E66,DLC2dunKolbjornAshMound04,1,1,79433,28302,0,0.0
STAT,0203C386,DLC2Tombstone02VolcanicAsh,1,1,79596,28494,0,0.0
?,0004DA04,<0004DA04>,1,1,75241,25313,0,0.0
MSTT,02023F10,SiltStrider,1,1,68139,28617,0,0.0
MSTT,0201D745,DLC2FXShrubCharredLarge01,1,1,66247,26181,0,0.0
MSTT,0201A56C,DLC2ScatteredEmbers01,1,1,65550,24762,0,0.0
MSTT,0201A54B,DLC2FXShrubSmokingWithDirt,1,1,66301,26573,0,0.0
MSTT,0201A54A,DLC2FXShrubSmokingLarge01,1,1,66418,26752,0,0.0
MSTT,0201A549,DLC2FXShrubSmoking01,1,1,66030,26158,0,0.0
?,00042746,<00042746>,1,1,79404,21185,0,0.0
?,00042748,<00042748>,1,1,79026,21232,0,0.0
ACTI,0203C35C,DLC2TTF1LeaveTelMithryn,1,1,76591,23103,0,0.0
STAT,0203A3F9,DLC2TelMithrynDiseased02,1,1,76582,23209,0,0.0
STAT,02030E9C,DLC2TelvanniTowerMain01,1,1,76582,23209,0,0.0
STAT,02030E94,DLC2TelvanniGourdHouseExt01,1,1,75111,22677,0,0.0
SOUN,02028B65,AMBVolcanoAALPmarker,1,1,85875,11905,0,0.0
SOUN,02028B68,AMBVolcanoALPmarker,1,1,85767,11989,0,0.0
?,00052171,<00052171>,1,1,90921,62962,0,0.0
?,000E7593,<000E7593>,1,1,68795,63082,0,0.0
?,000E7591,<000E7591>,1,1,67136,64026,0,0.0
?,000E758B,<000E758B>,1,1,66486,63643,0,0.0
?,000CE6AC,<000CE6AC>,1,1,68928,62457,0,0.0
?,00075432,<00075432>,1,1,66557,64368,0,0.0
?,0010D05B,<0010D05B>,1,1,82777,60994,0,0.0
?,000533B7,<000533B7>,1,1,82303,59038,0,0.0
?,0005AD47,<0005AD47>,1,1,82777,59136,0,0.0
?,0010D049,<0010D049>,1,1,80022,59910,0,0.0
?,00106D2C,<00106D2C>,1,1,81688,58895,0,0.0
?,00106D2B,<00106D2B>,1,1,81716,58878,0,0.0
?,00106E1C,<00106E1C>,1,1,81696,58866,0,0.0
?,000F491C,<000F491C>,1,1,80118,58683,0,0.0
STAT,0202C0B1,Campfire01LandOffDirtPath01,1,1,80548,58143,0,0.0
?,0006A0BD,<0006A0BD>,1,1,80858,58383,0,0.0
?,00038B0C,<00038B0C>,1,1,80983,57804,0,0.0
?,00024BDD,<00024BDD>,1,1,79678,58172,0,0.0
?,0009DAA4,<0009DAA4>,1,1,79285,57736,0,0.0
?,0007224E,<0007224E>,1,1,79560,57614,0,0.0
?,0002C35A,<0002C35A>,1,1,79536,57571,0,0.0
?,0006A0BC,<0006A0BC>,1,1,79610,57557,0,0.0
?,00012FEB,<00012FEB>,1,1,79977,59138,0,0.0
?,00097F51,<00097F51>,1,1,79931,59048,0,0.0
?,000319E5,<000319E5>,1,1,80002,58722,0,0.0
?,000145C4,<000145C4>,1,1,80368,57608,0,0.0
?,0005FCED,<0005FCED>,1,1,80924,58876,0,0.0
?,0002BABB,<0002BABB>,1,1,81035,58145,0,0.0
STAT,0202C0D3,RockPileL03VolcanicAshTundra02,1,1,80050,57945,0,0.0
?,00020F37,<00020F37>,1,1,80175,57675,0,0.0
STAT,0202C0AF,RockCliff08Rocks01_VolcanicAshTundra,1,1,79685,59358,0,0.0
?,0005B7DE,<0005B7DE>,1,1,74390,58346,0,0.0
?,00018BA6,<00018BA6>,1,1,73228,59731,0,0.0
?,000B5F20,<000B5F20>,1,1,73061,61056,0,0.0
STAT,0203A9EE,DLC2BlacksmithForge01,1,1,67555,57826,0,0.0
STAT,02026AC5,DLC2ThirskMeadHallExterior010000,1,1,66554,58371,0,0.0
?,00054181,<00054181>,1,1,73433,49680,0,0.0
CONT,02039F87,TreasKnapsackEmpty,1,1,73437,49462,0,0.0
?,00035F4B,<00035F4B>,1,1,73362,49736,0,0.0
?,0001C153,<0001C153>,1,1,70897,50217,0,0.0
?,000132FD,<000132FD>,1,1,70819,50521,0,0.0
?,00013815,<00013815>,1,1,70884,50274,0,0.0
?,000455D2,<000455D2>,1,1,65570,47199,0,0.0
?,0001397D,<0001397D>,1,1,65550,47308,0,0.0
STAT,02031ACA,DLC2CommonTableLow01,1,1,65563,47349,0,0.0
?,0006E7A2,<0006E7A2>,1,1,87619,41591,0,0.0
CONT,0202AABC,DLC2TreasDwarvenChestSmall,1,1,87817,41387,0,0.0
?,00028395,<00028395>,1,1,87823,41507,0,0.0
?,0006D912,<0006D912>,1,1,87616,41592,0,0.0
STAT,02020752,DLC2DweRubblePileCeiling02,1,1,86281,42202,0,0.0
STAT,0201E00E,DLC2DweFacadeTower03,1,1,87555,41604,0,0.0
STAT,0201E003,DLC2DweFacadeHallSm3way01,1,1,87555,41604,0,0.0
CONT,0202AABB,DLC2TreasDwarvenChestLarge,1,1,85932,42271,0,0.0
STAT,0201E004,DLC2DweFacadeHallSm4way01,1,1,85556,42336,0,0.0
?,0010DAF6,<0010DAF6>,1,1,80378,44407,0,0.0
STAT,0201F156,DLC2DwePlatBgStairMid01,1,1,81005,42956,0,0.0
STAT,0201F14F,DLC2DwePlatBgCorDblEnd01,1,1,81004,42948,0,0.0
STAT,0201E010,DLC2DweFacadeTowerSpacer01,1,1,80649,43206,0,0.0
STAT,020209AF,DLC2DweWall02,1,1,81124,42248,0,0.0
?,000B7E7D,<000B7E7D>,1,1,67347,41598,0,0.0
?,00104F6F,<00104F6F>,1,1,67644,41305,0,0.0
STAT,02020009,AshScatter03,1,1,65570,42670,0,0.0
?,0002BC0F,<0002BC0F>,1,1,66763,41860,0,0.0
STAT,020264F1,DLC2DweReadRmEXT01,1,1,88800,38896,0,0.0
STAT,020264FC,DLC2DweStatueBustSphere02,1,1,88038,39336,0,0.0
STAT,020264F4,DLC2DweReadRmEXTPlatformSmL01,1,1,89344,39838,0,0.0
STAT,020264F5,DLC2DweReadRmEXTPlatformSmR01,1,1,88256,37954,0,0.0
STAT,020264F2,DLC2DweReadRmEXTDome01,1,1,88800,38896,0,0.0
STAT,020264F0,DLC2DweReadRmDecoMid01,1,1,88800,38896,0,0.0
STAT,020264C3,DLC2DweReadRmBase01,1,1,88325,39163,0,0.0
STAT,020264F3,DLC2DweReadRmEXTPlatformLg01,1,1,88287,39192,0,0.0
CONT,0202AABD,DLC2TreasDwarvenJewelryBox,1,1,83808,38206,0,0.0
STAT,0201DFFE,DLC2DweFacadeColumnXLgFree01,1,1,85318,39146,0,0.0
?,000BB948,<000BB948>,1,1,83845,40878,0,0.0
STAT,0201E009,DLC2DweFacadePartition01,1,1,85106,40091,0,0.0
STAT,0201EDDA,DLC2DweFacadePartition2x1,1,1,85030,40091,0,0.0
STAT,0201F152,DLC2DwePlatBgMid01,1,1,84443,40252,0,0.0
STAT,0201E005,DLC2DweFacadeHallSmAlcove01,1,1,84048,40779,0,0.0
STAT,0201DFF9,DLC2DweFacadeBridge01,1,1,82991,38186,0,0.0
?,000B7E7C,<000B7E7C>,1,1,67220,40291,0,0.0
ACTI,02031C9A,DLC2RR02DeadGuardsTrigger,1,1,67083,39612,0,0.0
STAT,02035350,ApoApoControlRingStones01VolcanicAsh01,1,1,71950,34872,0,0.0
STAT,0201CE61,DLC2RieklingBridgePlatformSmall,1,1,66918,92246,0,0.0
STAT,0201F143,DLC2RieklingStand02,1,1,66765,93420,0,0.0
STAT,02018D90,Campfire01LandOffLtSnow,1,1,74748,82059,0,0.0
?,000B241B,<000B241B>,1,1,73443,83121,0,0.0
?,0003962F,<0003962F>,1,1,71801,85243,0,0.0
?,0010DB29,<0010DB29>,1,1,65837,84339,0,0.0
?,0010DB26,<0010DB26>,1,1,66103,83354,0,0.0
?,0006A0B1,<0006A0B1>,1,1,68041,82797,0,0.0
?,000BB8C6,<000BB8C6>,1,1,65971,84267,0,0.0
?,000722BD,<000722BD>,1,1,67626,82093,0,0.0
?,000F23E8,<000F23E8>,1,1,67313,81983,0,0.0
?,0005B508,<0005B508>,1,1,75717,78782,0,0.0
?,000774BC,<000774BC>,1,1,75474,80297,0,0.0
?,0006F26C,<0006F26C>,1,1,74123,81702,0,0.0
?,00064B3A,<00064B3A>,1,1,67592,81863,0,0.0
?,000E8947,<000E8947>,1,1,67575,81877,0,0.0
?,0001EF65,<0001EF65>,1,1,73748,74529,0,0.0
?,00012EB7,<00012EB7>,1,1,72298,74003,0,0.0
?,00078DB9,<00078DB9>,1,1,72333,74017,0,0.0
WEAP,02026490,DLC2Horksbane,1,1,87668,69805,0,0.0
?,0006592C,<0006592C>,1,1,87382,71292,0,0.0
?,00024BC5,<00024BC5>,1,1,87682,71073,0,0.0
?,000BAB88,<000BAB88>,1,1,89818,70108,0,0.0
?,0010D07F,<0010D07F>,1,1,85557,72964,0,0.0
?,0009B77D,<0009B77D>,1,1,84283,72099,0,0.0
?,0002584A,<0002584A>,1,1,84612,72238,0,0.0
STAT,0203D447,DLC2StoneCircle01,1,1,74556,70666,0,0.0
STAT,0203C735,DLC2tentacleArmorPreloader,1,1,75136,70451,0,0.0
SOUN,0201F167,AMBSkaalVillageWallStereoLP,1,1,74558,70660,0,0.0
SOUN,0201F166,AMBSkaalVillageWallMonoLP,1,1,74546,70666,0,0.0
MSTT,020397F8,DLC2SkallVillagePrayerEffect,1,1,74550,70663,0,0.0
?,000800E4,<000800E4>,1,1,74913,69773,0,0.0
?,000DAE82,<000DAE82>,1,1,74912,69783,0,0.0
?,0004FA25,<0004FA25>,1,1,74087,69727,0,0.0
